"S.No.","Division..Seat.No.","Name.of.Member","State","No.of.days.member.signed.the.register","Total","Session"
168,183,"Shri K. Rahman Khan","KAR ","M",10,230
169,184,"Shri Motilal Vora","CHT ","10",10,230
170,184,"Shri Janardan Dwivedi","DL ","10",10,230
171,185,"Shri Prem Chand Gupta","JHK ","9",10,230
172,187,"Shri Oscar Fernandes","KAR ","M",10,230
173,188,"Prof. Saif-ud-Din Soz","J & K ","10",10,230
174,189,"Shri Balbir Punj","OR ","9",10,230
175,189,"Shri Jairam Ramesh","KAR ","M",10,230
176,191,"Shri Rajeev Shukla","MH ","M",10,230
177,191,"Dr. T. Subbarami Reddy","AP ","5",10,230
178,192,"Shri Murli Deora","MH ","10",10,230
179,192,"Shri Ram Jethmalani","BR ","8",10,230
180,192,"Shri Birendra Prasad Baishya","AS ","10",10,230
181,193,"Shri Narendra Budania","RJ ","3",10,230
182,194,"Shri N. Balaganga","TN ","9",10,230
183,195,"Shri Mohd. Ali Khan","AP ","10",10,230
184,195,"Dr. K. Chiranjeevi","AP ","M",10,230
185,198,"Shri Mani Shankar Aiyar","NOM. ","9",10,230
186,199,"Shri Mohammad Shafi","J & K ","9",10,230
187,200,"Shri V. Hanumantha Rao","TG ","9",10,230
188,201,"Shri Jesudasu Seelam","AP ","M",10,230
189,202,"Shri Shadi Lal Batra","HR ","10",10,230
190,202,"Shri Shivpratap Singh","CHT ","2",10,230
191,203,"Shri Parvez Hashmi","DL ","10",10,230
192,204,"Dr. K.V.P. Ramachandra Rao","TG ","5",10,230
193,204,"Shri Raghunandan Sharma","MP ","8",10,230
194,205,"Shri Husain Dalwai","MH ","8",10,230
195,209,"Dr. Bhalchandra Mungekar","NOM. ","8",10,230
196,210,"Shri Sanjiv Kumar","JHK ","8",10,230
197,211,"Dr. Bharatkumar Raut","MH ","10",10,230
198,212,"Shri Ananda Bhaskar Rapolu","TG ","10",10,230
199,214,"Shri Praveen Rashtrapal","GJ ","8",10,230
200,214,"Shri Shantaram Naik","GOA ","10",10,230
201,218,"Shri G. N. Ratanpuri","J & K ","10",10,230
202,219,"Shri Rabinarayan Mohapatra","OR ","10",10,230
203,222,"Shri Pankaj Bora","AS ","10",10,230
204,224,"Shri Palvai Govardhan Reddy","TG ","10",10,230
205,225,"Shri Avinash Pande","MH ","4",10,230
206,226,"Shri Joy Abraham","KR ","10",10,230
207,227,"Shri Dhiraj Prasad Sahu","JHK ","8",10,230
208,228,"Shri Ghulam Nabi Azad","J & K ","M",10,230
209,229,"Prof. P.J. Kurien","KR ","HDC",10,230
210,230,"Smt. Maya Singh","MP ","6",10,230
211,230,"Shri Satyavrat Chaturvedi","MP ","10",10,230
212,230,"Shri Bhubaneswar Kalita","AS ","10",10,230
213,231,"Smt. Ambika Soni","PB ","9",10,230
214,231,"Shri Bhagat Singh Koshyari","UTK ","5",10,230
215,232,"Smt. Mohsina Kidwai","CHT ","10",10,230
216,232,"Shri P. Bhattacharya","WB ","6",10,230
217,233,"Shri Faggan Singh Kulaste","MP ","10",10,230
218,233,"Shri Pramod Tiwari","UP ","3",10,230
219,233,"Shri Ashwani Kumar","PB ","10",10,230
220,233,"Shri B.K. Hariprasad","KAR ","7",10,230
221,234,"Shri Vayalar Ravi","KR ","M",10,230
222,235,"Dr. Abhishek Manu Singhvi","WB ","4",10,230
223,236,"Smt. Renuka Chowdhury","AP ","7",10,230
224,237,"Shri Satish Sharma","UP ","10",10,230
225,237,"Shri Mukut Mithi","AR ","9",10,230
226,240,"Shri Natuji Halaji Thakor","GJ ","5",10,230
227,240,"Dr. M.S. Gill","PB ","9",10,230
228,241,"Shri Bharatsinh Prabhatsinh Parmar","GJ ","6",10,230
229,241,"Dr. E.M. Sudarsana Natchiappan","TN ","M",10,230
230,242,"Shri Vijay Jawaharlal Darda","MH ","3",10,230
231,243,"Smt. Rajani Patil","MH ","10",10,230
232,244,"Smt. Wansuk Syiem","MGH ","10",10,230
233,244,"Shri Jai Prakash Narayan Singh","JHK ","10",10,230
234,245,"Dr. Vijaylaxmi Sadho","MP ","10",10,230
235,246,"Smt. Naznin Faruque","AS ","9",10,230
236,247,"Shri P. Kannan","PUD ","5",10,230
237,247,"Dr. Gyan Prakash Pilania","RJ ","9",10,230
238,248,"Shri Ashk Ali Tak","RJ ","9",10,230
239,248,"Shri Santiuse Kujur","AS ","10",10,230
240,249,"Dr. Pradeep Kumar Balmuchu","JHK ","10",10,230
241,250,"Shri Mahendra Singh Mahra","UTK ","10",10,230
1,0,"Dr. Akhilesh Das Gupta","UP ","9",12,230
2,0,"*Shri S.M. Krishna","KAR ","5",12,230
3,0,"Shri Avtar Singh Karimpuri","UP ","7",12,230
4,0,"Smt. Kusum Rai","UP ","12",12,230
5,0,"Shri Brajesh Pathak","UP ","10",12,230
6,0,"Shri Mohammed Adeeb","UP ","12",12,230
7,1,"Shri Arun Jaitley","UP ","LOP",12,230
8,6,"Shri Mukhtar Abbas Naqvi","JHK ","12",12,230
9,7,"Shri Anil Madhav Dave","MP ","7",12,230
10,7,"Shri Avinash Rai Khanna","PB ","10",12,230
11,7,"Shri Dharmendra Pradhan","MP ","9",12,230
12,8,"Shri Kaptan Singh Solanki","MP ","12",12,230
13,8,"Shri Parshottam Rupala","GJ ","8",12,230
14,9,"Shri Rishang Keishing","MN ","10",12,230
15,11,"Dr. Chandan Mitra","MP ","10",12,230
16,12,"Dr. Prabhakar Kore","KAR ","10",12,230
17,13,"Shri Tarun Vijay","UTK ","12",12,230
18,14,"Shri Aayanur Manjunatha","KAR ","9",12,230
19,15,"Dr. Prabha Thakur","RJ ","12",12,230
20,16,"Prof. Alka Balram Kshatriya","GJ ","11",12,230
21,24,"Shri M. Venkaiah Naidu","RJ ","12",12,230
22,25,"Shri Ravi Shankar Prasad","BR ","10",12,230
23,26,"Shri Thaawarchand Gehlot","MP ","12",12,230
24,28,"Shri Jagat Prakash Nadda","HP ","12",12,230
25,29,"Shri Prakash Javadekar","MH ","12",12,230
26,30,"Chaudhary Birender Singh","HR ","12",12,230
27,31,"Shri Piyush Goyal","MH ","12",12,230
28,31,"Shri G.K. Vasan","TN ","M",12,230
29,32,"Smt. Smriti Zubin Irani","GJ ","9",12,230
30,32,"Shri M. Rama Jois","KAR ","12",12,230
31,33,"Shri Mansukh Mandaviya","GJ ","8",12,230
32,35,"Shri V.P. Singh Badnore","RJ ","12",12,230
33,37,"Sardar Sukhdev Singh Dhindsa","PB ","2",12,230
34,38,"Smt. Jayanthi Natarajan","TN ","4",12,230
35,38,"Shri Sanjay Raut","MH ","11",12,230
36,39,"Dr. Najma A. Heptulla","MP ","8",12,230
37,39,"Shri Om Prakash Mathur","RJ ","5",12,230
38,40,"Shri Bhupender Yadav","RJ ","8",12,230
39,41,"Dr. C.P. Thakur","BR ","12",12,230
40,41,"Smt. Bimla Kashyap Sood","HP ","10",12,230
41,41,"Shri Nandi Yellaiah","AP ","9",12,230
42,42,"Shri Prabhat Jha","MP ","9",12,230
43,44,"Sardar Balwinder Singh Bhunder","PB ","6",12,230
44,45,"Shri Naresh Gujral","PB ","12",12,230
45,47,"Shri Basawaraj Patil","KAR ","12",12,230
46,47,"Shri Dilipbhai Pandya","GJ ","10",12,230
47,48,"Dr. Bhushan Lal Jangde","CHT ","12",12,230
48,48,"Shri Parimal Nathwani","JHK ","1",12,230
49,49,"Shri Rama Chandra Khuntia","OR ","10",12,230
50,50,"Dr. Ram Prakash","HR ","8",12,230
51,50,"Shri Ajay Sancheti","MH ","7",12,230
52,51,"Shri Vinay Katiyar","UP ","12",12,230
53,52,"Shri Rajeev Chandrasekhar","KAR ","10",12,230
54,53,"Shri Rajkumar Dhoot","MH ","10",12,230
55,55,"Shri Rangasayee Ramakrishna","KAR ","12",12,230
56,56,"Shri Shankarbhai N. Vegad","GJ ","6",12,230
57,56,"Shri Ishwar Singh","HR ","12",12,230
58,58,"Shri Lalhming Liana","MZ ","12",12,230
59,60,"Smt. Gundu Sudharani","TG ","8",12,230
60,61,"Shri Paul Manoj Pandian","TN ","1",12,230
61,62,"Shri Anil Desai","MH ","12",12,230
62,64,"Smt. T. Ratna Bai","AP ","11",12,230
63,69,"Shri Ranbir Singh Parjapati","HR ","10",12,230
64,72,"Shri A. W. Rabi Bernard","TN ","11",12,230
65,74,"Shri Biswajit Daimary","AS ","7",12,230
66,76,"Shri Ram Chandra Prasad Singh","BR ","4",12,230
67,78,"Shri Y. S. Chowdary","AP ","10",12,230
68,79,"Shri Devender Goud T.","AP ","12",12,230
69,79,"Shri Tariq Anwar","MH ","M",12,230
70,83,"Shri Sukhendu Sekhar Ray","WB ","12",12,230
71,84,"Dr. Yogendra P. Trivedi","MH ","1",12,230
72,85,"Shri Baishnab Parida","OR ","10",12,230
73,86,"Dr. V. Maitreyan","TN ","11",12,230
74,87,"Shri Mukul Roy","WB ","2",12,230
75,88,"Shri Shyamal Chakraborty","WB ","10",12,230
76,88,"Dr. Kanwar Deep Singh","WB ","4",12,230
77,89,"Dr. Mahendra Prasad","BR ","12",12,230
78,90,"Shri Bashistha Narain Singh","BR ","3",12,230
79,90,"Shri Ram Vilas Paswan","BR ","12",12,230
80,92,"Shri T. Rathinavel","TN ","9",12,230
81,93,"Shri K. R. Arjunan","TN ","10",12,230
82,93,"Dr. K.P. Ramalingam","TN ","10",12,230
83,94,"Shri D.P. Tripathi","MH ","12",12,230
84,95,"Shri K.C. Tyagi","BR ","11",12,230
85,95,"Shri Tarini Kanta Roy","WB ","11",12,230
86,96,"Shri Md. Nadimul Haque","WB ","12",12,230
87,97,"Shri H.K. Dua","NOM. ","12",12,230
88,99,"Ms. Anu Aga","NOM. ","8",12,230
89,100,"Dr. Ashok S. Ganguly","NOM. ","9",12,230
90,101,"Shri Javed Akhtar","NOM. ","2",12,230
91,101,"Shri K. Parasaran","NOM. ","11",12,230
92,102,"Ms. Rekha","NOM. ","1",12,230
93,102,"Smt. B. Jayashree","NOM. ","7",12,230
94,104,"Dr. Vijay Mallya","KAR ","2",12,230
95,104,"Shri D. Bandyopadhyay","WB ","12",12,230
96,105,"Shri Ram Kripal Yadav","BR ","11",12,230
97,106,"Dr. Janardhan Waghmare","MH ","10",12,230
98,107,"Smt. Vasanthi Stanley","TN ","10",12,230
99,107,"Shri Khekiho Zhimomi","NG ","4",12,230
100,108,"Dr. Anil Kumar Sahani","BR ","9",12,230
101,108,"Shri T.M. Selvaganapathi","TN ","11",12,230
102,111,"Prof. Mrinal Miri","NOM. ","12",12,230
103,112,"Shri Hishey Lachungpa","SK ","3",12,230
104,114,"Shri Srinjoy Bose","WB ","4",12,230
105,120,"Shri Ishwarlal Shankarlal Jain","MH ","7",12,230
106,120,"Dr. R. Lakshmanan","TN ","9",12,230
107,120,"Shri A.A. Jinnah","TN ","11",12,230
108,121,"Shri S. Thangavelu","TN ","7",12,230
109,122,"Shri Amar Singh","UP ","9",12,230
110,124,"Shri A.V. Swamy","OR ","11",12,230
111,125,"Shri Vivek Gupta","WB ","12",12,230
112,126,"Shri Derek O Brien","WB ","10",12,230
113,126,"Shri Sitaram Yechury","WB ","12",12,230
114,127,"Prof. Ram Gopal Yadav","UP ","8",12,230
115,128,"Shri Shivanand Tiwari","BR ","12",12,230
116,128,"Shri Dilip Kumar Tirkey","OR ","5",12,230
117,129,"Km. Mayawati","UP ","12",12,230
118,130,"Shri Prasanta Chatterjee","WB ","10",12,230
119,130,"Shri Tapan Kumar Sen","WB ","12",12,230
120,130,"Shri P. Rajeeve","KR ","8",12,230
121,130,"Shri C.M. Ramesh","AP ","12",12,230
122,131,"Shri Naresh Agrawal","UP ","11",12,230
123,132,"Shri Satish Chandra Misra","UP ","12",12,230
124,132,"Shri Shashi Bhusan Behera","OR ","12",12,230
125,133,"Smt. Kanimozhi","TN ","6",12,230
126,134,"Shri N. K. Singh","BR ","12",12,230
127,134,"Shri T.K. Rangarajan","TN ","6",12,230
128,135,"Shri D. Raja","TN ","12",12,230
129,139,"Shri Ambeth Rajan","UP ","12",12,230
130,139,"Smt. Jharna Das Baidya","TR ","12",12,230
131,141,"Smt. Jaya Bachchan","UP ","9",12,230
132,142,"Shri Kiranmay Nanda","UP ","10",12,230
133,142,"Smt. Kanak Lata Singh","UP ","12",12,230
134,144,"Shri K.N. Balagopal","KR ","9",12,230
135,144,"Shri Mangala Kisan","OR ","11",12,230
136,146,"Shri Narendra Kumar Kashyap","UP ","9",12,230
137,147,"Shri Veer Singh","UP ","8",12,230
138,148,"Dr. Barun Mukherji","WB ","12",12,230
139,149,"Smt. Vandana Chavan","MH ","11",12,230
140,150,"Dr. T.N. Seema","KR ","8",12,230
141,151,"Shri C.P. Narayanan","KR ","12",12,230
142,152,"Smt. Renubala Pradhan","OR ","11",12,230
143,152,"Shri Munquad Ali","UP ","9",12,230
144,153,"Shri Rajaram","UP ","11",12,230
145,154,"Shri Darshan Singh Yadav","UP ","11",12,230
146,154,"Prof. S.P.Singh Baghel","UP ","12",12,230
147,155,"Shri Brijlal Khabri","UP ","9",12,230
148,156,"Shri Pyarimohan Mohapatra","OR ","6",12,230
149,160,"Shri M.P. Achuthan","KR ","12",12,230
150,161,"Shri Alok Tiwari","UP ","12",12,230
151,162,"Shri Arvind Kumar Singh","UP ","10",12,230
152,165,"Chaudhary Munvvar Saleem","UP ","11",12,230
153,166,"*Shri Ahmad Saeed Malihabadi","WB ","9",12,230
154,167,"Shri Sabir Ali","BR ","8",12,230
155,168,"Shri Ali Anwar Ansari","BR ","11",12,230
156,170,"Shri Jugul Kishore","UP ","10",12,230
157,175,"Shri Salim Ansari","UP ","12",12,230
158,176,"Shri Rajpal Singh Saini","UP ","12",12,230
159,177,"Shri Anand Sharma","HP ","M",12,230
160,178,"Shri A.K. Antony","KR ","M",12,230
161,179,"Dr. Karan Singh","DL ","12",12,230
162,179,"Shri Shanta Kumar","HP ","9",12,230
163,180,"Dr. Manmohan Singh","AS ","PM",12,230
164,181,"Shri Ahmed Patel","GJ ","8",12,230
165,182,"Shri Rajiv Pratap Rudy","BR ","9",12,230
166,183,"Shri K. Rahman Khan","KAR ","M",12,230
167,184,"Shri Motilal Vora","CHT ","12",12,230
168,184,"Shri Janardan Dwivedi","DL ","12",12,230
169,185,"Shri Prem Chand Gupta","JHK ","2",12,230
170,187,"Shri Oscar Fernandes","KAR ","M",12,230
171,188,"Prof. Saif-ud-Din Soz","J & K ","12",12,230
172,189,"Shri Balbir Punj","OR ","9",12,230
173,189,"Shri Jairam Ramesh","KAR ","M",12,230
174,191,"Shri Rajeev Shukla","MH ","M",12,230
175,191,"Dr. T. Subbarami Reddy","AP ","9",12,230
176,192,"Shri Murli Deora","MH ","11",12,230
177,192,"Shri Ram Jethmalani","BR ","8",12,230
178,192,"Shri Birendra Prasad Baishya","AS ","12",12,230
179,193,"Shri Narendra Budania","RJ ","9",12,230
180,194,"Shri N. Balaganga","TN ","7",12,230
181,195,"Shri Mohd. Ali Khan","AP ","10",12,230
182,195,"Dr. K. Chiranjeevi","AP ","M",12,230
183,198,"Shri Mani Shankar Aiyar","NOM. ","10",12,230
184,199,"Shri Mohammad Shafi","J & K ","12",12,230
185,200,"Shri V. Hanumantha Rao","TG ","10",12,230
186,201,"Shri Jesudasu Seelam","AP ","M",12,230
187,202,"Shri Shadi Lal Batra","HR ","12",12,230
188,202,"Shri Shivpratap Singh","CHT ","5",12,230
189,203,"Shri Parvez Hashmi","DL ","10",12,230
190,204,"Dr. K.V.P. Ramachandra Rao","TG ","9",12,230
191,204,"Shri Raghunandan Sharma","MP ","10",12,230
192,205,"Shri Husain Dalwai","MH ","11",12,230
193,209,"Dr. Bhalchandra Mungekar","NOM. ","12",12,230
194,210,"Shri Sanjiv Kumar","JHK ","11",12,230
195,211,"Dr. Bharatkumar Raut","MH ","10",12,230
196,212,"Shri Ananda Bhaskar Rapolu","TG ","12",12,230
197,214,"Shri Praveen Rashtrapal","GJ ","9",12,230
198,214,"Shri Shantaram Naik","GOA ","12",12,230
199,218,"Shri G. N. Ratanpuri","J & K ","11",12,230
200,219,"Shri Rabinarayan Mohapatra","OR ","11",12,230
201,222,"Shri Pankaj Bora","AS ","12",12,230
202,224,"Shri Palvai Govardhan Reddy","TG ","12",12,230
203,225,"Shri Avinash Pande","MH ","9",12,230
204,226,"Shri Joy Abraham","KR ","9",12,230
205,227,"Shri Dhiraj Prasad Sahu","JHK ","9",12,230
206,228,"Shri Ghulam Nabi Azad","J & K ","M",12,230
207,229,"Prof. P.J. Kurien","KR ","HDC",12,230
208,230,"Shri Satyavrat Chaturvedi","MP ","12",12,230
209,230,"Shri Bhubaneswar Kalita","AS ","8",12,230
210,231,"Smt. Ambika Soni","PB ","12",12,230
211,231,"Shri Bhagat Singh Koshyari","UTK ","12",12,230
212,232,"Smt. Mohsina Kidwai","CHT ","12",12,230
213,232,"Shri P. Bhattacharya","WB ","9",12,230
214,233,"Shri Faggan Singh Kulaste","MP ","6",12,230
215,233,"Shri Pramod Tiwari","UP ","11",12,230
216,233,"Shri Ashwani Kumar","PB ","11",12,230
217,233,"Shri B.K. Hariprasad","KAR ","9",12,230
218,234,"Shri Vayalar Ravi","KR ","M",12,230
219,235,"Dr. Abhishek Manu Singhvi","WB ","5",12,230
220,236,"Smt. Renuka Chowdhury","AP ","10",12,230
221,237,"Shri Satish Sharma","UP ","12",12,230
222,237,"Shri Mukut Mithi","AR ","6",12,230
223,240,"Shri Natuji Halaji Thakor","GJ ","8",12,230
224,240,"Dr. M.S. Gill","PB ","12",12,230
225,241,"Shri Bharatsinh Prabhatsinh Parmar","GJ ","5",12,230
226,241,"Dr. E.M. Sudarsana Natchiappan","TN ","M",12,230
227,242,"Shri Vijay Jawaharlal Darda","MH ","9",12,230
228,243,"Smt. Rajani Patil","MH ","12",12,230
229,244,"Smt. Wansuk Syiem","MGH ","12",12,230
230,244,"Shri Jai Prakash Narayan Singh","JHK ","11",12,230
231,245,"Dr. Vijaylaxmi Sadho","MP ","11",12,230
232,246,"Smt. Naznin Faruque","AS ","7",12,230
233,247,"Shri P. Kannan","PUD ","3",12,230
234,247,"Dr. Gyan Prakash Pilania","RJ ","12",12,230
235,248,"Shri Ashk Ali Tak","RJ ","12",12,230
236,248,"Shri Santiuse Kujur","AS ","11",12,230
237,249,"Dr. Pradeep Kumar Balmuchu","JHK ","9",12,230
238,250,"Shri Mahendra Singh Mahra","UTK ","12",12,230
1,0,"Dr. Akhilesh Das Gupta","UP ","3",3,231
2,0,"Shri Avtar Singh Karimpuri","UP ","3",3,231
3,0,"Shri Brajesh Pathak","UP ","3",3,231
4,0,"Shri Mohammed Adeeb","UP ","3",3,231
5,0,"Smt. Kusum Rai","UP ","3",3,231
6,1,"Shri Arun Jaitley","UP ","M",3,231
7,4,"Shri Vijay Goel","RJ ","3",3,231
8,6,"Shri Mukhtar Abbas Naqvi","JHK ","3",3,231
9,7,"Shri Avinash Rai Khanna","PB ","3",3,231
10,7,"Shri Anil Madhav Dave","MP ","2",3,231
11,7,"Shri Dharmendra Pradhan","MP ","M",3,231
12,8,"Shri Kaptan Singh Solanki","MP ","3",3,231
13,11,"Dr. Chandan Mitra","MP ","3",3,231
14,12,"Dr. Prabhakar Kore","KAR ","3",3,231
15,12,"Shri Nand Kumar Sai","CHT ","3",3,231
16,13,"Shri Tarun Vijay","UTK ","3",3,231
17,14,"Shri Aayanur Manjunatha","KAR ","3",3,231
18,14,"Shri Ram Narain Dudi","RJ ","3",3,231
19,15,"Shri Narayan Lal Panchariya","RJ ","3",3,231
20,16,"Shri Chunibhai Kanjibhai Gohel","GJ ","3",3,231
21,17,"Mahant Shambhuprasadji Tundiya","GJ ","3",3,231
22,24,"Shri M. Venkaiah Naidu","RJ ","M",3,231
23,25,"Shri Ravi Shankar Prasad","BR ","M",3,231
24,26,"Shri Thaawarchand Gehlot","MP ","M",3,231
25,28,"Shri Jagat Prakash Nadda","HP ","3",3,231
26,30,"Chaudhary Birender Singh","HR ","3",3,231
27,31,"Shri Piyush Goyal","MH ","M",3,231
28,32,"Smt. Smriti Zubin Irani","GJ ","M",3,231
29,32,"Shri M. Rama Jois","KAR ","3",3,231
30,33,"Shri Mansukh Mandaviya","GJ ","1",3,231
31,35,"Shri Ramdas Athawale","MH ","3",3,231
32,35,"Shri V.P. Singh Badnore","RJ ","3",3,231
33,37,"Sardar Sukhdev Singh Dhindsa","PB ","3",3,231
34,38,"Shri Sanjay Raut","MH ","3",3,231
35,39,"Dr. Najma A. Heptulla","MP ","M",3,231
36,40,"Shri Bhupender Yadav","RJ ","3",3,231
37,41,"Dr. C.P. Thakur","BR ","3",3,231
38,41,"Smt. Bimla Kashyap Sood","HP ","3",3,231
39,42,"Shri Prabhat Jha","MP ","3",3,231
40,43,"Dr. Satyanarayan Jatiya","MP ","3",3,231
41,44,"Sardar Balwinder Singh Bhunder","PB ","3",3,231
42,45,"Shri Naresh Gujral","PB ","3",3,231
43,47,"Shri Basawaraj Patil","KAR ","3",3,231
44,47,"Shri Dilipbhai Pandya","GJ ","3",3,231
45,48,"Dr. Bhushan Lal Jangde","CHT ","3",3,231
46,48,"Shri Parimal Nathwani","JHK ","3",3,231
47,50,"Shri Ajay Sancheti","MH ","3",3,231
48,51,"Shri Vinay Katiyar","UP ","3",3,231
49,52,"Shri Rajeev Chandrasekhar","KAR ","3",3,231
50,53,"Shri Rajkumar Dhoot","MH ","3",3,231
51,55,"Shri Rangasayee Ramakrishna","KAR ","3",3,231
52,56,"Shri Shankarbhai N. Vegad","GJ ","3",3,231
53,58,"Shri Lalhming Liana","MZ ","3",3,231
54,60,"Shri Ranvijay Singh Judev","CHT ","3",3,231
55,60,"Smt. Gundu Sudharani","TG ","2",3,231
56,61,"Shri Paul Manoj Pandian","TN ","3",3,231
57,62,"Shri Anil Desai","MH ","3",3,231
58,65,"Shri Lal Sinh Vadodia","GJ ","3",3,231
59,69,"Shri Ranbir Singh Parjapati","HR ","3",3,231
60,72,"Shri A. W. Rabi Bernard","TN ","3",3,231
61,74,"Shri Biswajit Daimary","AS ","3",3,231
62,75,"Shri Sharad Pawar","MH ","3",3,231
63,76,"Shri Ram Chandra Prasad Singh","BR ","3",3,231
64,78,"Shri Y. S. Chowdary","AP ","3",3,231
65,79,"Shri Devender Goud T.","AP ","3",3,231
66,80,"Shri Ram Nath Thakur","BR ","3",3,231
67,83,"Shri Sukhendu Sekhar Ray","WB ","3",3,231
68,84,"Smt. Kahkashan Perween","BR ","3",3,231
69,85,"Smt. Vijila Sathyananth","TN ","3",3,231
70,85,"Shri Kalpataru Das","OR ","3",3,231
71,85,"Shri Baishnab Parida","OR ","3",3,231
72,86,"Dr. V. Maitreyan","TN ","3",3,231
73,87,"Shri A. K. Selvaraj","TN ","3",3,231
74,87,"Shri Mukul Roy","WB ","2",3,231
